Simulation Total Time;31055;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;;;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;145;573;145;0;145;27.493.082;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;144;430;144;0;144;27993.97;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1159;0;;;;;;
Simulation Total Time;29848;;;;;;;;;
Total Number of Sensed Events by the WSN;71;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;71;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;43;54;116;54;0;11;4.029.002.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;68;73;130;73;0;5;2.195.489.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;77;85;150;85;0;8;3705.02;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;41;53;126;53;0;12;3.148.657.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;38;57;138;57;0;19;4.090.601.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;37;46;201;46;0;9;4272.23;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;36;53;221;53;0;17;3.853.134;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;33;58;139;58;0;25;5.090.591.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;26;50;134;50;0;24;8.718.332;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;31;51;160;51;0;20;4.635.272;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;24;43;163;43;0;19;5.913.663.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;19;50;120;50;0;31;7563.36;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;141;200;141;1;141;29.495.416;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;150;301;150;0;150;24994.6;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;145;331;145;1;145;27.494.534;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;142;195;142;1;142;28.995.422;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1125;0;;;;;;
Simulation Total Time;31507;;;;;;;;;
Total Number of Sensed Events by the WSN;71;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;71;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;38;51;119;51;0;13;4.568.020.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;70;81;147;81;0;11;2.340.724.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;68;81;149;81;0;13;2.885.387.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;44;59;125;59;0;15;2.952.278;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;30;43;132;43;0;13;4.945.392;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;36;51;208;51;0;15;3.240.842.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;41;61;218;61;0;20;4.618.409.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;31;53;151;53;0;22;4.468.940.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;24;43;127;43;0;19;6.891.402;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;29;60;182;60;0;31;7.291.822.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;30;66;194;66;0;36;8.635.084;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;27;59;146;59;0;32;10.838.569.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;138;186;138;1;138;30.825.190.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;143;334;143;0;143;28494.57;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;148;340;148;0;148;25.994.414;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;146;207;146;1;146;26.725.084.667;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1180;0;;;;;;
Simulation Total Time;29138;;;;;;;;;
Total Number of Sensed Events by the WSN;75;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;75;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;42;53;113;53;0;11;4.951.016.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;64;71;142;71;0;7;2.721.814.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;75;84;146;84;0;9;3.057.036;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;44;62;128;62;0;18;4.647.581.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;35;60;146;60;0;25;3.907.561.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;34;58;207;58;0;24;5.154.788.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;35;49;218;49;0;14;5.493.505.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;30;50;141;50;0;20;3.846.651.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;21;45;125;45;1;24;4.874.723.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;21;44;163;44;0;23;8.154.322;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;22;43;152;43;0;21;6.248.018.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;20;37;112;37;0;17;4297.44;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;142;187;142;0;142;28995.47;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;142;332;142;1;142;28994.6;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;146;314;146;1;146;26.873.537.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;143;183;143;1;143;28495.47;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1116;0;;;;;;
Simulation Total Time;31025;;;;;;;;;
Total Number of Sensed Events by the WSN;70;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;70;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;42;52;123;52;0;10;2.682.671.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;71;81;136;81;0;10;2.574.413.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;67;75;148;75;0;8;2.307.104;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;39;58;114;58;0;19;4.609.308;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;35;56;151;56;0;21;4629.25;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;46;64;227;64;0;18;3.909.034;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;37;49;206;49;0;12;4.992.862.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;31;46;138;46;0;15;5.706.022.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;20;40;133;40;1;20;4.744.242;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;30;57;183;57;0;27;5.985.511.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;23;49;152;49;0;26;7.423.637.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;22;45;117;45;0;23;4.778.072.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;138;181;138;1;138;30.995.602;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;141;336;141;0;141;29.318.202;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;143;314;143;1;143;28.494.684;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;139;188;139;1;139;30.495.536;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1129;0;;;;;;
Simulation Total Time;30292;;;;;;;;;
Total Number of Sensed Events by the WSN;72;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;72;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;40;54;127;54;0;14;5.396.980.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;77;87;138;87;0;10;2.145.694.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;56;61;137;61;0;5;3.557.904.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;39;50;100;50;0;11;3496.4;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;31;48;135;48;0;17;4.884.346;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;36;57;211;57;0;21;5.664.455.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;26;42;196;42;0;16;5.851.272;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;35;52;126;52;0;17;4.490.332;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;25;54;119;54;0;29;5.983.663.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;23;46;170;46;0;23;8.366.625.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;19;38;147;38;0;19;5.214.402;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23;42;104;42;0;19;5.515.789.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;146;186;146;1;146;26995.38;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;142;325;142;1;142;28.994.642;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;140;321;140;1;140;29.903.571.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;141;178;141;0;141;29.495.554;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1130;0;;;;;;
Simulation Total Time;31103;;;;;;;;;
Total Number of Sensed Events by the WSN;995;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;995;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;423;565;1566;565;1;142;28.977.044;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;997;1143;2098;1143;1;146;26959.98;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;959;1104;2102;1104;0;145;27.460.892;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;412;554;1516;554;0;142;28.977.608;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;277;423;1275;423;0;146;26.982.198;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;292;441;2232;441;1;149;25.476.024;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;258;410;2067;410;0;152;23.977.764;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;266;412;1225;412;0;146;26.982.768;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;129;277;842;277;0;148;25.988.306;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;151;296;1151;296;1;145;27485.99;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;135;282;1104;282;0;147;26.486.614;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;124;269;818;269;0;145;27.466.212;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;144;428;144;1;144;27.993.976;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;151;536;151;0;151;24.493.166;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;142;564;142;0;142;28.993.208;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;138;411;138;1;138;30.994.222;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1174;0;;;;;;
Simulation Total Time;29870;;;;;;;;;
Total Number of Sensed Events by the WSN;1018;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1018;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;439;580;1604;580;1;141;29.476.456;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1019;1165;2158;1165;1;146;26.959.092;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;1007;1152;2172;1152;0;145;27.437.106.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;427;570;1579;570;1;143;28.476.846;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;291;439;1304;439;0;148;25981.64;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;301;449;2323;449;0;148;25.975.292;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;297;442;2325;442;0;145;27.475.442;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;281;427;1280;427;0;146;26.982.078;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;143;291;883;291;1;148;25.987.718;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;151;301;1180;301;0;150;24.985.696;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;150;297;1165;297;0;147;26.485.888;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;141;286;866;286;0;145;27.487.946;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;146;442;146;0;146;26.993.844;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;151;587;151;0;151;24492.86;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;150;577;150;0;150;24.992.944;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;144;436;144;1;144;27.993.928;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1141;0;;;;;;
Simulation Total Time;29524;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;415;560;1526;560;1;145;27.246.404;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;961;1111;1972;1111;0;150;24.400.504;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;994;1136;2106;1136;0;142;28.365.702;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;423;564;1559;564;1;141;29267.11;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;269;415;1264;415;1;146;26.553.456;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;287;437;2228;437;0;150;24838.15;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;287;436;2155;436;1;149;25.332.606;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;282;423;1282;423;0;141;29.344.156;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;130;276;833;276;0;146;26.885.461.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;137;287;1114;287;0;150;24.932.428;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;142;290;1120;290;1;148;25935.32;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;140;282;854;282;0;142;28.919.114;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;143;422;143;1;143;28.480.012;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;146;564;146;0;146;26.993.112;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;146;566;146;1;146;26993.1;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;141;428;141;1;141;29.494.048;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1104;0;;;;;;
Simulation Total Time;31745;;;;;;;;;
Total Number of Sensed Events by the WSN;993;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;993;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;393;537;1496;537;0;144;27.801.136;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;966;1107;2078;1107;1;141;28.827.964;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;970;1112;2077;1112;1;142;28411.85;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;380;530;1450;530;1;150;24798.58;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;274;414;1240;414;1;140;29.808.624;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;282;429;2167;429;0;147;26.338.708;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;296;440;2249;440;1;144;27.828.946;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;268;413;1236;413;0;145;27.374.672;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;142;279;846;279;1;137;31.410.228;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;145;290;1127;290;1;145;27.402.278;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;147;296;1104;296;0;149;25.429.278;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;139;281;848;281;0;142;28.922.168;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;142;415;142;1;142;28.994.102;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;145;575;145;1;145;27493.07;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;148;559;148;1;148;25.993.094;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;141;429;141;1;141;29.494.042;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1177;0;;;;;;
Simulation Total Time;30092;;;;;;;;;
Total Number of Sensed Events by the WSN;923;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;923;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;395;537;1451;537;0;142;28.381.406;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;908;1056;1994;1056;0;148;24.986.897.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;937;1086;1993;1086;1;149;25.005.978;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;413;553;1499;553;0;140;29.533.734;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;250;395;1209;395;1;145;27.369.266;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;274;425;2099;425;0;151;24.327.212;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;292;439;2207;439;0;147;26.071.228;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;268;413;1253;413;1;145;27317.57;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;139;280;815;280;1;141;29359.13;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;131;281;1076;281;0;150;24.932.806;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;142;292;1110;292;1;150;24.893.332;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;133;276;838;276;1;143;28.413.348;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;140;425;140;0;140;29994.09;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;145;551;145;1;145;27.493.214;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;147;556;147;0;147;26.493.136;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;140;423;140;1;140;29.896.700.667;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1131;0;;;;;;
Simulation Total Time;30143;;;;;;;;;
Total Number of Sensed Events by the WSN;1015;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1015;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;437;579;1595;579;1;142;28.502.534;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1017;1158;2144;1158;1;141;28.508.344;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;988;1128;2146;1128;1;140;28.904.052;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;406;548;1533;548;0;142;28563.65;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;292;437;1304;437;1;145;27.331.688;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;291;438;2288;438;0;147;26.316.766;
