Simulation Total Time;31055;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;;;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;143;288;870;288;0;145;27.097.874;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;149;300;1134;300;0;151;24.420.002;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;143;291;1153;291;1;148;25.892.366;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;123;272;825;272;1;149;25.410.522;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;144;438;144;1;144;27.993.916;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;150;573;150;0;150;24.992.968;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;146;572;146;1;146;26.993.064;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;142;418;142;0;142;28.994.084;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1157;0;;;;;;
Simulation Total Time;32226;;;;;;;;;
Total Number of Sensed Events by the WSN;959;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;959;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;374;518;1425;518;1;144;26.983.018;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;904;1051;1979;1051;0;147;25.499.908;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;979;1122;2030;1122;1;143;27.491.964;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;404;548;1526;548;1;144;27.785.692;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;221;374;1074;374;1;153;23388.58;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;260;406;2112;406;0;146;26557.59;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;287;432;2219;432;0;145;27.290.324;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;259;404;1238;404;0;145;27.380.882;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;119;264;761;264;0;145;27.462.098;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;143;282;1100;282;1;139;30.411.632;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;138;287;1059;287;0;149;25.423.764;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;112;259;798;259;1;147;26.443.996;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;138;407;138;1;138;30.994.246;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;143;546;143;0;143;28.493.298;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;146;539;146;0;146;26.993.262;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;136;405;136;1;136;31.994.306;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1195;0;;;;;;
Simulation Total Time;30618;;;;;;;;;
Total Number of Sensed Events by the WSN;2;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;2;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;1;1;1;1;0;0;33333.99;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1;1;1;1;0;0;33333.99;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;1;1;2;1;0;0;33.360.654.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;1;1;1;1;0;0;33.360.656.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;1;1;1;1;0;0;33333.99;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;1;1;3;1;0;0;33.343.986;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;1;1;2;1;0;0;33.360.654.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;1;1;1;1;0;0;33.360.656.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;1;1;1;1;0;0;33333.99;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;1;1;2;1;0;0;33.343.988;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;1;1;2;1;0;0;33.360.654.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;1;1;1;1;0;0;33.360.656.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;144;146;144;1;144;27.995.668;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;145;269;145;0;145;27.494.912;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;140;285;140;1;140;29994.93;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;139;141;139;1;139;30.495.818;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1115;0;;;;;;
Simulation Total Time;26671;;;;;;;;;
Total Number of Sensed Events by the WSN;72;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;72;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;43;57;119;57;0;14;3.443.306;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;66;76;150;76;0;10;2.296.425.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;75;85;150;85;0;10;3.578.353.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;37;53;122;53;0;16;5.335.332;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;37;55;137;55;0;18;3.794.952.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;34;43;211;43;0;9;4.119.900.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;37;49;203;49;0;12;5.645.868.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;36;45;138;45;1;9;3.050.092;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;28;52;131;52;0;24;4.868.655.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;23;48;163;48;0;25;4.220.956.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;29;58;179;58;0;29;5.894.844.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;33;54;135;54;0;21;7.790.298;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;151;201;151;0;151;24.495.176;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;150;346;150;1;150;24.994.324;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;149;349;149;0;149;25.494.336;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;147;203;147;1;147;26.484.418;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1007;0;;;;;;
Simulation Total Time;31541;;;;;;;;;
Total Number of Sensed Events by the WSN;1003;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1003;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;417;557;1521;557;0;140;29.799.837.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;959;1103;2082;1103;0;144;27.961.042;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;996;1138;2099;1138;1;142;28.906.031.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;433;570;1571;570;1;137;31.476.894;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;281;420;1258;420;1;139;30.482.372;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;273;420;2189;420;1;147;26.476.786;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;295;440;2247;440;0;145;27.475.964;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;293;433;1297;433;0;140;29.981.826;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;135;281;815;281;0;146;26.988.366;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;129;275;1125;275;0;146;26986.65;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;146;295;1126;295;0;149;25486.17;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;147;293;856;293;0;146;26.987.838;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;143;415;143;1;143;28.494.078;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;141;565;141;1;141;29.493.226;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;147;569;147;0;147;26.493.058;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;147;440;147;0;147;26.493.832;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1157;0;;;;;;
Simulation Total Time;30526;;;;;;;;;
Total Number of Sensed Events by the WSN;976;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;976;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;427;566;1561;566;1;139;30477.05;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;988;1134;2075;1134;0;146;26.927.444.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;938;1087;2038;1087;0;149;25461.69;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;412;552;1499;552;1;140;29.977.758;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;285;427;1291;427;0;142;28.982.012;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;298;447;2213;447;0;149;25476;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;261;411;2188;411;0;150;24.977.014;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;264;412;1211;412;1;148;25.982.846;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;138;285;853;285;0;147;26.488.048;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;146;298;1098;298;0;152;23.986.266;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;134;280;1114;280;0;146;26.986.602;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;139;282;831;282;0;143;28.488.246;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;144;435;144;1;144;27.993.934;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;150;555;150;0;150;24993.07;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;143;569;143;1;143;28.388.384.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;142;425;142;0;142;28.994.042;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1147;0;;;;;;
Simulation Total Time;30721;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;0;0;295;143;1;143;28.497.372;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;0;0;411;147;1;147;26.496.652;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;0;0;442;142;0;142;28.920.832;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;0;0;284;145;1;145;27.497.426;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;0;0;429;148;0;148;25.996.544;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;0;0;590;150;1;150;24995.56;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;0;0;576;150;1;150;24.995.644;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;0;0;437;150;0;150;24.996.478;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;0;0;417;149;0;149;25496.61;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;0;0;539;154;0;154;22.995.848;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;0;0;579;150;1;150;24.995.626;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;0;0;427;150;0;150;24.996.538;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;0;291;140;1;140;29.997.414;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;0;431;142;1;142;28.996.562;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;0;434;144;1;144;27.996.532;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;0;294;143;0;143;28.497.378;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1186;0;;;;;;
Simulation Total Time;31520;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;0;0;288;137;1;137;31497.45;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;0;0;424;142;0;142;28982.87;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;0;0;431;146;0;146;26.996.538;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;0;0;294;146;1;146;26997.36;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;0;0;417;146;0;146;26.996.622;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;0;0;549;150;1;150;24.995.806;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;0;0;579;151;0;151;24.495.626;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;0;0;441;148;0;148;25.996.466;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;0;0;427;147;0;147;26.496.562;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;0;0;583;148;1;148;25.995.614;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;0;0;572;151;0;151;24.495.662;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;0;0;419;149;1;149;25.434.864;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;0;291;143;1;143;28.497.396;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;0;434;144;1;144;27.996.532;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;0;419;146;0;146;26994.87;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;0;295;140;1;140;29997.39;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1197;0;;;;;;
Simulation Total Time;30752;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;0;0;297;146;0;146;26.997.342;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;0;0;442;149;0;149;25.496.454;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;0;0;424;150;0;150;24.996.562;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;0;0;295;145;1;145;27497.36;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;0;0;442;148;0;148;25996.46;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;0;0;552;153;1;153;23495.77;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;0;0;594;147;0;147;26495.56;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;0;0;433;145;0;145;27.496.532;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;0;0;419;146;0;146;26996.61;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;0;0;579;149;1;149;25.495.632;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;0;0;568;148;0;148;25.995.704;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;0;0;436;143;0;143;28.496.526;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;0;292;139;1;139;30.497.414;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;0;417;146;0;146;26.996.622;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;0;433;146;1;146;26.996.526;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;0;289;143;1;143;28.497.408;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1172;0;;;;;;
Simulation Total Time;32842;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;0;0;287;141;1;141;29.497.432;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;0;0;436;143;0;143;28.496.532;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;0;0;412;145;0;145;27.496.658;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;0;0;286;138;1;138;30.997.456;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;0;0;429;144;0;144;27.844.187.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;0;0;548;152;0;152;23.995.806;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;0;0;569;149;1;149;25.495.692;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;0;0;429;141;0;141;29496.58;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;0;0;407;145;0;145;27.496.688;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;0;0;548;153;1;153;23.495.794;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;0;0;584;152;0;152;23.995.584;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;0;0;431;147;1;147;26.468.844;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;0;289;135;1;135;32.497.456;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;0;419;144;1;144;27.996.622;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;0;401;152;0;152;23.996.682;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;0;299;147;1;147;26.497.324;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1260;0;;;;;;
Simulation Total Time;31192;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;0;0;290;141;1;141;29.497.414;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;0;0;429;145;0;145;27.496.556;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;0;0;432;144;1;144;27.996.544;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;0;0;288;143;1;143;28.465.138;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;0;0;427;145;1;145;27.463.522.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;0;0;570;149;1;149;25.495.686;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;0;0;563;150;0;150;24.995.722;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;0;0;436;144;1;144;27996.52;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;0;0;440;144;0;144;27.951.498.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;0;0;576;149;0;149;25495.65;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;0;0;550;153;0;153;23.495.788;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;0;0;405;149;0;149;25.496.676;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;0;286;146;0;146;26.997.414;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;0;435;147;0;147;26.496.514;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;0;427;145;0;145;27.496.568;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;0;294;138;1;138;30.997.408;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1161;0;;;;;;
Simulation Total Time;32082;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;244;356;1103;380;1;136;31.984.694;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;636;0;1302;782;0;146;26.987.502;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;516;0;1360;661;1;145;27.487.874;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;156;287;908;297;0;141;29.487.604;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;751;321;873;321;0;147;26.487.058;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;582;286;1514;286;0;152;23.984.052;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;563;291;1363;291;0;150;24.984.838;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;671;247;761;247;1;147;26.489.506;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;538;234;666;234;0;147;26.490.388;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;742;201;876;224;0;146;26.989.782;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;656;222;810;222;0;150;24.989.818;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;517;190;596;194;0;146;26865.28;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;308;124;377;141;1;141;29494.66;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;386;134;506;143;0;143;28493.7;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;414;133;488;145;0;145;27.493.808;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;323;127;339;141;0;141;29.142.278;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1194;0;;;;;;
Simulation Total Time;31412;;;;;;;;;
Total Number of Sensed Events by the WSN;0;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;0;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;246;373;1120;388;1;142;28.984.238;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;640;0;1330;788;0;148;25.987.292;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;535;0;1369;683;0;148;25.987.688;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;153;303;922;303;0;150;24.987.196;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;764;332;888;332;0;148;25.986.704;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;605;274;1605;274;0;149;25.483.794;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;550;278;1416;278;0;148;25.984.832;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;682;251;759;253;0;149;25378.47;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;537;241;672;241;0;150;24990.19;
