Simulation Total Time;29049071
Total Number of Sensed Events by the WSN;259965
Number of Sensed Events by the WSN per Day
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20666;27378;109573;27379;27378;0;6713;5611736,879425
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21046;27758;110502;27758;27758;1;6712;5686060,727652
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;20782;27495;109504;27495;27495;1;6713;5749264,515676
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;20100;26814;81037;26814;26814;1;6714;10678514,382114
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23849;30565;85712;30565;30565;1;6716;10246744,53453
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;18008;24724;103992;24724;24724;1;6716;5730531,359016
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17420;24095;97822;24136;24095;1;6716;6037950,612032
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;18010;24726;97667;24726;24726;1;6716;5791245,696685
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17424;24140;97688;24140;24140;1;6716;5793160,367043
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17897;24580;97565;24613;24580;0;6716;5772456,825019
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17498;24213;96998;24215;24213;0;6717;5613368,895373
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17894;24610;97577;24610;24610;1;6716;5686241,192488
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17537;24254;96850;24254;24254;1;6717;5749560,284255
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16944;23662;71691;23662;23662;1;6718;10678111,316632
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19406;26127;73776;26127;26127;1;6721;10247400,375082
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14719;21439;78802;21440;21439;0;6721;5707031,383666
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14302;21023;84324;21023;21023;0;6721;5647563,7251
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14758;21478;85052;21478;21478;1;6720;5791601,100617
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14288;21008;84798;21008;21008;1;6720;5656278,724936
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14684;21404;85443;21404;21404;1;6720;5959986,023628
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14900;20932;85266;21619;20932;0;6719;6015430,031591
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14630;21350;85464;21350;21350;1;6720;5650981,390757
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14362;21083;84084;21083;21083;1;6721;5638108,678701
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13901;20623;62176;20623;20623;0;6722;10677964,442482
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15045;21771;61771;21771;21771;1;6726;10247890,051764
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11501;18201;66815;18226;18201;0;6725;5721642,775428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11182;17797;71929;17907;17797;0;6725;5683889,276365
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11571;18295;72286;18295;18295;1;6724;5791196,473954
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11051;17776;71234;17776;17776;0;6725;5590164,161613
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11504;18228;72361;18229;18228;0;6725;5752144,023953
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11615;18297;73143;18339;18297;0;6724;6273052,148872
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11427;18151;71759;18152;18151;0;6725;5612814,314628
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11131;17856;61635;17857;17856;0;6726;5566924,317119
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10719;17432;52757;17445;17432;1;6726;11382191,551456
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10686;17418;49864;17418;17418;0;6732;10139805,502881
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8373;15016;55244;15102;15016;0;6729;5791136,567418
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8190;14583;59823;14918;14583;1;6728;5826596,989284
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8397;15125;60163;15125;15125;1;6728;5791931,476061
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8370;14523;59934;15097;14523;0;6727;6001837,080392
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8403;15012;60251;15131;15012;1;6728;5999120,29518
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8415;15143;60469;15143;15143;0;6728;6528780,466049
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8322;14808;59922;15050;14808;0;6728;5744373,698803
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8240;14706;51454;14969;14706;0;6729;5728725,115086
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7547;14277;43579;14277;14277;0;6730;10703843,836341
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6456;13070;38203;13193;13070;0;6737;10297959,833373
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5252;11903;43505;11985;11903;0;6733;5938686,684385
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;4963;11689;47260;11696;11689;0;6733;5842131,909199
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5120;11853;47252;11853;11853;0;6733;5790719,706108
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5185;11902;47478;11918;11902;0;6733;6053173,419705
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5098;11831;47556;11831;11831;0;6733;5906805,198596
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5216;11948;47626;11949;11948;0;6733;6091006,856456
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5119;11850;47221;11852;11850;0;6733;5749788,050293
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5023;11750;41309;11756;11750;0;6733;5955234,723802
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4586;11166;34278;11320;11166;1;6734;11098450,053423
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2307;8800;26110;9049;8800;1;6742;10995192,337408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2141;8778;30261;8881;8778;0;6740;6109157,023614
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;1869;8551;33113;8609;8551;0;6740;5992289,708091
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;2006;8624;33124;8746;8624;0;6740;6089220,473625
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;2076;8697;33527;8816;8697;0;6740;6229203,311399
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2025;8700;33313;8765;8700;0;6740;6091006,021222
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2087;8800;33513;8827;8800;0;6740;6143986,472022
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;1965;8619;33118;8705;8619;1;6740;5940455,051322
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1854;8595;28543;8595;8595;0;6741;5738863,092971
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1583;8245;24158;8324;8245;0;6741;11300686,643223
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4036;15790;6743;4036;1;6743;20557171,163098
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4159;19397;6741;4159;1;6741;10273923,69582
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;3904;22091;6741;3904;1;6741;10447251,312918
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;3951;22228;6741;3951;1;6741;10446246,608675
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;4098;22298;6741;4098;1;6741;10737776,513058
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;3968;22247;6741;3968;1;6741;10557708,600935
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4094;22309;6741;4094;1;6741;10557708,221352
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;3948;22186;6741;3948;0;6741;10320819,117126
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3776;19406;6740;3776;0;6740;10871306,240009
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4243;15064;6743;4243;1;6743;18950381,747853
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1218513;0
Simulation Total Time;28473128
Total Number of Sensed Events by the WSN;261776
Number of Sensed Events by the WSN per Day
1;3197
2;3225
3;3253
4;3292
5;3236
6;3216
7;3291
8;3245
9;3251
10;3250
11;3238
12;3241
13;3278
14;3167
15;3290
16;3236
17;3257
18;3260
19;3278
20;3274
21;3267
22;3203
23;3262
24;3215
25;3229
26;3219
27;3234
28;3207
29;3221
30;3211
31;3260
32;3239
33;3236
34;3275
35;3314
36;3200
37;3265
38;3289
39;3230
40;3237
41;3227
42;3230
43;3286
44;3335
45;3168
46;3257
47;3213
48;3299
49;3227
50;3236
51;3256
52;3263
53;3296
54;3212
55;3242
56;3306
57;3173
58;3260
59;3243
60;3253
61;3248
62;3212
63;3189
64;3257
65;3080
66;2528
67;1823
68;1124
69;940
70;974
71;984
72;935
73;924
74;921
75;941
76;928
77;908
78;961
79;914
80;940
81;938
82;945
83;890
84;949
85;974
86;947
87;995
88;982
89;970
90;961
91;926
92;975
93;913
94;987
95;920
96;949
97;932
98;985
99;917
100;974
101;902
102;938
103;917
104;967
105;944
106;970
107;990
108;924
109;929
110;966
111;949
112;981
113;906
114;930
115;927
116;843
117;263
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37754;41681;115211;44451;41681;0;6697;19648125,221915
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69528;75622;182574;76189;75622;0;6661;10403534,263239
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103653;110274;254191;110274;110274;0;6621;10039051,516636
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;141215;147783;141215;147800;147783;1;6585;10298394,786067
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180482;187133;180482;0;0;0;6651;10072629,012791
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;161747;168394;161747;0;0;1;6647;10087258,15534
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122727;129328;122727;129328;129328;0;6601;10086661,17613
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85859;92482;221882;92494;92482;1;6635;10095900,009182
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55639;61912;153967;62311;61912;0;6672;11017591,063285
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26201;30233;91577;32906;30233;0;6705;19621679,567829
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32317;39022;109752;39022;39022;1;6705;10158596,454945
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23914;30618;136252;30619;30618;0;6705;5725587,462527
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24115;30817;199661;30817;30817;1;6702;5901621,855955
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24240;30941;213784;30941;30941;1;6701;5790941,439525
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25999;32699;90953;32699;32699;0;6700;5734881,477666
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;25719;32419;90306;32419;32419;1;6700;5596013,788061
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23543;30245;219683;30245;30245;1;6702;5661329,586041
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;23937;30642;181446;30642;30642;1;6705;5711555,389866
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24533;31240;135913;31240;31240;0;6707;6087584,152179
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22555;29266;87315;29266;29266;0;6711;10039409,189974
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27971;34682;97193;34682;34682;0;6711;10157232,257573
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21097;27647;103208;27809;27647;0;6712;5852350,758526
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21115;27827;111370;27827;27827;1;6712;5901191,759254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21334;27884;111208;28045;27884;0;6711;6202237,23869
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20881;27593;112488;27593;27593;1;6712;5735905,191131
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;20649;27362;110915;27362;27362;0;6713;5594781,942305
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20581;27293;108290;27294;27293;0;6713;5552144,427698
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20754;27466;109415;27467;27466;0;6713;5658823,771974
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21389;28102;96530;28102;28102;0;6713;6087395,712138
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19516;26203;80431;26231;26203;1;6715;10055533,856767
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23793;30363;85435;30509;30363;0;6716;10212760,344421
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17855;24572;96350;24572;24572;0;6717;5805018,042156
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17983;24699;98702;24699;24699;1;6716;5863904,359066
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;18131;24847;98756;24847;24847;1;6716;6038694,659172
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17666;24382;98133;24382;24382;1;6716;5735529,98752
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17754;24126;97711;24469;24126;1;6715;5905391,272521
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;18037;24056;97886;24751;24056;0;6714;5903087,093827
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17925;24163;98425;24640;24163;0;6715;5917008,576087
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;18166;24877;85885;24883;24877;0;6717;6095956,226269
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16575;23063;71299;23293;23063;1;6718;10617904,432463
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19611;26181;73813;26332;26181;0;6721;10360814,660319
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14657;21378;90534;21378;21378;1;6721;5724018,643489
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14736;21456;85837;21456;21456;0;6720;5822139,888823
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14910;21630;85893;21630;21630;1;6720;6038936,028311
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14504;21224;85205;21224;21224;1;6720;5957985,124513
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14495;21215;84677;21216;21215;0;6721;5657107,029817
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14832;21483;85723;21552;21483;1;6720;6214093,984902
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14695;21415;86060;21415;21415;1;6720;5846289,507763
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14954;21648;74940;21675;21648;0;6721;6151996,881632
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13463;20185;62020;20185;20185;1;6722;10210376,12768
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15258;21926;62177;21984;21926;1;6726;10905247,510629
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11449;18174;66993;18174;18174;0;6725;5723523,722125
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11608;18279;73121;18332;18279;1;6724;5989434,968056
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11642;18366;73098;18366;18366;1;6724;6039173,201593
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11284;18008;72820;18008;18008;1;6724;5736266,304373
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11618;17899;72689;18341;17899;1;6723;6174165,708102
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11617;18341;73259;18341;18341;1;6724;6067167,078259
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11469;18193;73233;18193;18193;1;6724;5721838,499656
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11763;18404;64159;18488;18404;1;6725;6265612,04296
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10326;17052;52591;17052;17052;1;6726;10210549,33718
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10940;17671;50432;17671;17671;0;6731;11293741,445653
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8416;14885;55875;15144;14885;0;6728;6019790,842352
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8464;15150;60618;15192;15150;0;6728;6265612,817686
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8400;15128;60407;15128;15128;0;6728;6535845,111792
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8161;14889;60004;14889;14889;1;6728;5723415,802718
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8396;15124;60289;15124;15124;1;6728;6285462,727792
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8445;15173;60451;15173;15173;0;6728;6469724,990329
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8260;14989;59835;14989;14989;0;6729;5720312,207055
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8573;15270;53277;15302;15270;0;6729;6314426,671
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7188;13918;43177;13918;13918;1;6730;10064038,325521
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6567;13303;38638;13304;13303;0;6737;10489605,083959
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5338;11989;44191;12071;11989;0;6733;6175410,719808
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5281;12014;47977;12014;12014;0;6733;6094107,303667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5227;11959;47636;11960;11959;0;6733;6041067,511645
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5011;11744;47034;11744;11744;0;6733;5722161,831456
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5153;11885;47368;11886;11885;0;6733;5820326,108387
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5264;11996;47807;11997;11996;0;6733;6066688,767488
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5184;11778;47576;11916;11778;0;6732;5955460,255164
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5450;12124;42529;12183;12124;0;6733;6404351,971899
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4088;10822;33849;10823;10822;0;6735;10026742,657546
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2368;8896;26289;9110;8896;0;6742;11114137,750845
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2111;8812;30697;8851;8812;1;6740;6255307,645246
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2053;8792;33650;8793;8792;0;6740;6072887,661808
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;2050;8767;33452;8790;8767;0;6740;6087395,729699
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1921;8522;33082;8661;8522;0;6740;5987742,981979
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2007;8614;33364;8747;8614;0;6740;6101444,852494
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2099;8832;33579;8839;8832;0;6740;6078615,7194
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2014;8735;33470;8754;8735;0;6740;5999066,724882
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;2249;8935;30180;8989;8935;0;6740;6480006,576197
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1230;7770;23701;7971;7770;0;6741;10582126,821452
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4134;15851;6744;4134;1;6744;17989499,599015
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4218;19510;6741;4218;1;6741;10484087,909983
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4095;22275;6741;4095;1;6741;10359491,548792
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4038;22272;6741;4038;1;6741;10337182,896183
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3921;22143;6741;3921;0;6741;10155404,705872
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;3978;22229;6741;3978;1;6741;10540098,596455
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4095;22321;6741;4095;1;6741;10590815,072209
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4079;22226;6741;4079;0;6741;10196503,819692
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;4310;19666;6741;4310;0;6741;10732327,681706
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;3889;14712;6743;3889;1;6743;19213122,266533
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1070989;0
Simulation Total Time;29651465
Total Number of Sensed Events by the WSN;260718
Number of Sensed Events by the WSN per Day
1;3223
2;3235
3;3303
4;3234
5;3230
6;3209
7;3296
8;3247
9;3239
10;3245
11;3236
12;3279
13;3231
14;3306
15;3223
16;3267
17;3226
18;3224
19;3265
20;3254
21;3259
22;3206
23;3235
24;3163
25;3250
26;3267
27;3308
28;3230
29;3274
30;3235
31;3211
32;3198
33;3250
34;3210
35;3231
36;3235
37;3260
38;3246
39;3229
40;3238
41;3259
42;3236
43;3261
44;3288
45;3255
46;3306
47;3244
48;3275
49;3228
50;3232
51;3259
52;3243
53;3235
54;3253
55;3234
56;3293
57;3206
58;3286
59;3263
60;3195
61;3286
62;3186
63;3214
64;3324
65;3218
66;2523
67;1554
68;1227
69;954
70;943
71;957
72;953
73;905
74;917
75;964
76;967
77;956
78;987
79;968
80;928
81;939
82;954
83;980
84;986
85;976
86;925
87;987
88;944
89;974
90;982
91;983
92;946
93;922
94;966
95;996
96;958
97;980
98;972
99;949
100;930
101;946
102;943
103;955
104;961
105;903
106;906
107;938
108;946
109;921
110;936
111;950
112;954
113;923
114;567
115;524
116;192
117;160
118;106
119;49
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;38057;41580;115470;44754;41580;1;6697;18335559,558243
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69509;75541;182073;76170;75541;0;6661;10097944,100894
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103141;108835;252008;109762;108835;0;6621;9955791,052777
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;139590;146176;139590;146177;146176;0;6587;9778935,003597
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;178223;184875;178224;0;0;1;6652;9942431,124122
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162672;169318;162672;0;0;1;6646;10267333,952909
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123194;129794;123195;129794;129794;1;6600;10266875,353992
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85725;92359;222217;92360;92359;0;6635;10175350,300376
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;54919;61393;153206;61592;61393;0;6673;10757655,224735
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;25734;29797;90441;32439;29797;1;6705;20173445,472864
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32595;39300;110420;39300;39300;1;6705;10200398,13475
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24026;30731;166993;30731;30731;0;6705;5778708,860799
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23587;30290;174654;30290;30290;0;6703;5638671,138846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24054;30755;236252;30755;30755;1;6701;5723357,929507
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25346;32047;90135;32047;32047;0;6701;5656870,048394
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26177;32878;90628;32878;32878;0;6701;5859224,382535
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;24134;30835;221653;30835;30835;1;6701;5982639,367735
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24387;31091;182143;31091;31091;1;6704;5821413,730852
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24342;31049;149386;31049;31049;1;6707;5842954,429548
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22138;28849;89247;28849;28849;1;6711;9983506,218758
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28225;34935;97609;34935;34935;0;6710;11106411,583229
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21004;27716;118147;27716;27716;1;6712;5725445,452398
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21276;27327;110506;27987;27327;1;6711;5842357,611086
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21026;27738;110582;27738;27738;1;6712;5723277,916913
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20556;26991;111484;27268;26991;0;6712;5799202,70257
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21034;27746;112455;27746;27746;1;6712;5860195,790385
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21178;27890;111137;27890;27890;1;6712;5981308,692326
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21187;27899;111490;27899;27899;1;6712;5810731,682061
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21141;27854;109339;27854;27854;1;6713;5842373,216661
